ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime
9184,Others-CCCPS105a,2009,26.14747299,91.72804914,709,car,low,2,0,04-10-2016,07:59:00
9185,Others-CCCPS105a,2009,26.14747299,91.72804914,780,car,average,3,0,04-10-2016,08:25:00
9186,Others-CCCPS105a,2009,26.14747299,91.72804914,864,car,low,2,0,04-10-2016,08:59:00
9187,Others-CCCPS105a,2009,26.14747299,91.72804914,1004,car,low,3,0,04-10-2016,09:32:00
9188,Others-CCCPS105a,2009,26.14747299,91.72804914,1142,car,low,3,0,04-10-2016,09:59:00
9189,Others-CCCPS105a,2009,26.14747299,91.72804914,1245,truck,low,4,0,04-10-2016,10:26:00
9190,Others-CCCPS105a,2009,26.14747299,91.72804914,1364,bike,average,5,0,04-10-2016,10:59:00
9191,Others-CCCPS105a,2009,26.14747299,91.72804914,1424,bike,average,6,0,04-10-2016,11:25:00
9192,Others-CCCPS105a,2009,26.14747299,91.72804914,1470,bike,average,6,0,04-10-2016,11:59:00
9193,Others-CCCPS105a,2009,26.14747299,91.72804914,1484,car,high,10,0,04-10-2016,12:29:00
9194,Others-CCCPS105a,2009,26.14747299,91.72804914,1461,bike,high,8,0,04-10-2016,13:02:00
9195,Others-CCCPS105a,2009,26.14747299,91.72804914,1459,car,high,8,0,04-10-2016,13:29:00
9196,Others-CCCPS105a,2009,26.14747299,91.72804914,1452,car,average,5,0,04-10-2016,14:02:00
9197,Others-CCCPS105a,2009,26.14747299,91.72804914,1420,bike,high,7,0,04-10-2016,14:29:00
9198,Others-CCCPS105a,2009,26.14747299,91.72804914,1346,car,average,4,0,04-10-2016,14:57:00
9199,Others-CCCPS105a,2009,26.14747299,91.72804914,1288,bike,low,3,0,04-10-2016,15:30:00
9200,Others-CCCPS105a,2009,26.14747299,91.72804914,1175,cycle,low,3,0,04-10-2016,16:04:00
9201,Others-CCCPS105a,2009,26.14747299,91.72804914,1089,car,low,2,0,04-10-2016,16:31:00
9202,Others-CCCPS105a,2009,26.14747299,91.72804914,735,bike,low,2,0,05-10-2016,07:57:00
9203,Others-CCCPS105a,2009,26.14747299,91.72804914,817,car,low,2,0,05-10-2016,08:30:00
9204,Others-CCCPS105a,2009,26.14747299,91.72804914,949,car,low,2,0,05-10-2016,09:04:00
9205,Others-CCCPS105a,2009,26.14747299,91.72804914,1090,car,average,3,0,05-10-2016,09:30:00
9206,Others-CCCPS105a,2009,26.14747299,91.72804914,1246,car,average,5,0,05-10-2016,10:04:00
9207,Others-CCCPS105a,2009,26.14747299,91.72804914,1339,car,average,4,0,05-10-2016,10:30:00
9208,Others-CCCPS105a,2009,26.14747299,91.72804914,1411,car,high,9,0,05-10-2016,11:04:00
9209,Others-CCCPS105a,2009,26.14747299,91.72804914,1436,bike,average,7,0,05-10-2016,11:30:00
9210,Others-CCCPS105a,2009,26.14747299,91.72804914,1459,bike,average,6,0,05-10-2016,12:04:00
9211,Others-CCCPS105a,2009,26.14747299,91.72804914,1472,car,high,9,0,05-10-2016,12:30:00
9212,Others-CCCPS105a,2009,26.14747299,91.72804914,1490,truck,average,7,0,05-10-2016,12:57:00
9213,Others-CCCPS105a,2009,26.14747299,91.72804914,1462,car,high,9,0,05-10-2016,13:30:00
9214,Others-CCCPS105a,2009,26.14747299,91.72804914,1453,car,average,6,0,05-10-2016,13:57:00
9215,Others-CCCPS105a,2009,26.14747299,91.72804914,1414,bike,high,7,0,05-10-2016,14:30:00
9216,Others-CCCPS105a,2009,26.14747299,91.72804914,1355,bike,average,5,0,05-10-2016,14:57:00
9217,Others-CCCPS105a,2009,26.14747299,91.72804914,1263,bike,low,3,0,05-10-2016,15:30:00
9218,Others-CCCPS105a,2009,26.14747299,91.72804914,1198,car,low,2,0,05-10-2016,16:04:00
9219,Others-CCCPS105a,2009,26.14747299,91.72804914,1097,truck,low,2,0,05-10-2016,16:30:00
9220,Others-CCCPS105a,2009,26.14747299,91.72804914,760,car,low,2,0,06-10-2016,07:57:00
9221,Others-CCCPS105a,2009,26.14747299,91.72804914,853,cycle,low,2,0,06-10-2016,08:30:00
9222,Others-CCCPS105a,2009,26.14747299,91.72804914,940,truck,low,3,0,06-10-2016,08:57:00
9223,Others-CCCPS105a,2009,26.14747299,91.72804914,1055,bike,low,2,0,06-10-2016,09:30:00
9224,Others-CCCPS105a,2009,26.14747299,91.72804914,1170,truck,low,3,0,06-10-2016,10:03:00
9225,Others-CCCPS105a,2009,26.14747299,91.72804914,1261,car,average,5,0,06-10-2016,10:30:00
9226,Others-CCCPS105a,2009,26.14747299,91.72804914,1315,car,high,7,0,06-10-2016,10:57:00
9227,Others-CCCPS105a,2009,26.14747299,91.72804914,1363,car,average,6,0,06-10-2016,11:30:00
9228,Others-CCCPS105a,2009,26.14747299,91.72804914,1405,bike,high,9,0,06-10-2016,12:04:00
9229,Others-CCCPS105a,2009,26.14747299,91.72804914,1436,car,high,10,0,06-10-2016,12:30:00
9230,Others-CCCPS105a,2009,26.14747299,91.72804914,1385,car,high,10,0,06-10-2016,12:57:00
9231,Others-CCCPS105a,2009,26.14747299,91.72804914,1364,bike,high,9,0,06-10-2016,13:30:00
9232,Others-CCCPS105a,2009,26.14747299,91.72804914,1363,car,average,6,0,06-10-2016,13:57:00
9233,Others-CCCPS105a,2009,26.14747299,91.72804914,1306,car,average,5,0,06-10-2016,14:30:00
9234,Others-CCCPS105a,2009,26.14747299,91.72804914,1268,car,average,4,0,06-10-2016,15:04:00
9235,Others-CCCPS105a,2009,26.14747299,91.72804914,1215,car,low,2,0,06-10-2016,15:31:00
9236,Others-CCCPS105a,2009,26.14747299,91.72804914,1157,bike,average,3,0,06-10-2016,16:04:00
9237,Others-CCCPS105a,2009,26.14747299,91.72804914,1101,car,average,2,0,06-10-2016,16:30:00
9238,Others-CCCPS105a,2009,26.14747299,91.72804914,813,bike,low,2,0,07-10-2016,08:03:00
9239,Others-CCCPS105a,2009,26.14747299,91.72804914,871,bike,average,2,0,07-10-2016,08:30:00
9240,Others-CCCPS105a,2009,26.14747299,91.72804914,990,car,average,4,0,07-10-2016,09:04:00
9241,Others-CCCPS105a,2009,26.14747299,91.72804914,1062,car,average,3,0,07-10-2016,09:30:00
9242,Others-CCCPS105a,2009,26.14747299,91.72804914,1147,bike,low,3,0,07-10-2016,09:57:00
9243,Others-CCCPS105a,2009,26.14747299,91.72804914,1223,car,average,4,0,07-10-2016,10:30:00
9244,Others-CCCPS105a,2009,26.14747299,91.72804914,1265,car,high,7,0,07-10-2016,10:57:00
9245,Others-CCCPS105a,2009,26.14747299,91.72804914,1300,truck,average,6,0,07-10-2016,11:30:00
9246,Others-CCCPS105a,2009,26.14747299,91.72804914,1357,car,high,10,0,07-10-2016,12:03:00
9247,Others-CCCPS105a,2009,26.14747299,91.72804914,1361,car,high,9,0,07-10-2016,12:30:00
9248,Others-CCCPS105a,2009,26.14747299,91.72804914,1366,truck,high,9,0,07-10-2016,13:04:00
9249,Others-CCCPS105a,2009,26.14747299,91.72804914,1337,bike,high,8,0,07-10-2016,13:30:00
9250,Others-CCCPS105a,2009,26.14747299,91.72804914,1311,car,average,5,0,07-10-2016,14:03:00
9251,Others-CCCPS105a,2009,26.14747299,91.72804914,1284,car,high,7,0,07-10-2016,14:30:00
9252,Others-CCCPS105a,2009,26.14747299,91.72804914,1222,truck,low,3,0,07-10-2016,15:04:00
9253,Others-CCCPS105a,2009,26.14747299,91.72804914,1184,bike,low,2,0,07-10-2016,15:30:00
9254,Others-CCCPS105a,2009,26.14747299,91.72804914,1106,car,low,3,0,07-10-2016,15:57:00
9255,Others-CCCPS105a,2009,26.14747299,91.72804914,1066,car,low,2,0,07-10-2016,16:30:00
9256,Others-CCCPS105a,2009,26.14747299,91.72804914,691,car,low,2,0,08-10-2016,07:57:00
9257,Others-CCCPS105a,2009,26.14747299,91.72804914,711,bike,low,2,0,08-10-2016,08:30:00
9258,Others-CCCPS105a,2009,26.14747299,91.72804914,757,car,low,3,0,08-10-2016,08:57:00
9259,Others-CCCPS105a,2009,26.14747299,91.72804914,822,car,low,3,0,08-10-2016,09:30:00
9260,Others-CCCPS105a,2009,26.14747299,91.72804914,891,cycle,average,4,0,08-10-2016,10:04:00
9261,Others-CCCPS105a,2009,26.14747299,91.72804914,930,car,average,5,0,08-10-2016,10:30:00
9262,Others-CCCPS105a,2009,26.14747299,91.72804914,955,car,average,5,0,08-10-2016,10:57:00
9263,Others-CCCPS105a,2009,26.14747299,91.72804914,987,car,high,8,0,08-10-2016,11:30:00
9264,Others-CCCPS105a,2009,26.14747299,91.72804914,1047,bike,high,9,0,08-10-2016,12:04:00
9265,Others-CCCPS105a,2009,26.14747299,91.72804914,1104,car,high,9,0,08-10-2016,12:30:00
9266,Others-CCCPS105a,2009,26.14747299,91.72804914,1201,bike,high,8,0,08-10-2016,13:04:00
9267,Others-CCCPS105a,2009,26.14747299,91.72804914,1257,car,high,8,0,08-10-2016,13:30:00
9268,Others-CCCPS105a,2009,26.14747299,91.72804914,1337,car,average,5,0,08-10-2016,14:03:00
9269,Others-CCCPS105a,2009,26.14747299,91.72804914,1388,car,average,5,0,08-10-2016,14:30:00
