ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime
13120,Others-CCCPS202,2937,26.14749053,91.72799688,547,bike,low,2,0,04-10-2016,07:59:00
13121,Others-CCCPS202,2937,26.14749053,91.72799688,665,car,low,2,0,04-10-2016,08:25:00
13122,Others-CCCPS202,2937,26.14749053,91.72799688,848,bike,low,2,0,04-10-2016,08:59:00
13123,Others-CCCPS202,2937,26.14749053,91.72799688,1036,car,low,3,0,04-10-2016,09:32:00
13124,Others-CCCPS202,2937,26.14749053,91.72799688,1163,car,low,3,0,04-10-2016,09:59:00
13125,Others-CCCPS202,2937,26.14749053,91.72799688,1257,car,low,3,0,04-10-2016,10:26:00
13126,Others-CCCPS202,2937,26.14749053,91.72799688,1354,bike,high,7,0,04-10-2016,10:59:00
13127,Others-CCCPS202,2937,26.14749053,91.72799688,1369,bike,average,6,0,04-10-2016,11:25:00
13128,Others-CCCPS202,2937,26.14749053,91.72799688,1390,car,average,6,0,04-10-2016,11:59:00
13129,Others-CCCPS202,2937,26.14749053,91.72799688,1397,car,high,10,0,04-10-2016,12:29:00
13130,Others-CCCPS202,2937,26.14749053,91.72799688,1367,car,high,9,0,04-10-2016,13:02:00
13131,Others-CCCPS202,2937,26.14749053,91.72799688,1360,car,high,9,0,04-10-2016,13:29:00
13132,Others-CCCPS202,2937,26.14749053,91.72799688,1352,car,average,5,0,04-10-2016,14:02:00
13133,Others-CCCPS202,2937,26.14749053,91.72799688,1318,car,average,5,0,04-10-2016,14:29:00
13134,Others-CCCPS202,2937,26.14749053,91.72799688,1267,bike,high,7,0,04-10-2016,14:57:00
13135,Others-CCCPS202,2937,26.14749053,91.72799688,1213,car,average,4,0,04-10-2016,15:30:00
13136,Others-CCCPS202,2937,26.14749053,91.72799688,1121,truck,average,3,0,04-10-2016,16:04:00
13137,Others-CCCPS202,2937,26.14749053,91.72799688,1015,car,low,2,0,04-10-2016,16:31:00
13138,Others-CCCPS202,2937,26.14749053,91.72799688,594,car,low,2,0,05-10-2016,07:57:00
13139,Others-CCCPS202,2937,26.14749053,91.72799688,736,truck,low,2,0,05-10-2016,08:30:00
13140,Others-CCCPS202,2937,26.14749053,91.72799688,928,cycle,low,3,0,05-10-2016,09:04:00
13141,Others-CCCPS202,2937,26.14749053,91.72799688,1083,car,average,4,0,05-10-2016,09:30:00
13142,Others-CCCPS202,2937,26.14749053,91.72799688,1221,truck,low,4,0,05-10-2016,10:04:00
13143,Others-CCCPS202,2937,26.14749053,91.72799688,1288,car,high,7,0,05-10-2016,10:30:00
